Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.65,71.2,#N/A
Gasoline (RON95),52.15,69.19,59.5
Gasoline (RON91),51.15,68.13,59.05
Diesel,43.61,53.37,49.79
Diesel Plus,49.47,56.53,54.34
Kerosene,51.83,61.04,58.95
