Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.65,61.02,57.14
Gasoline (RON95),41.5,59.02,51.69
Gasoline (RON91),41.0,58.65,51.76
Diesel,34.79,45.1,40.76
Diesel Plus,38.5,46.35,42.81
Kerosene,43.44,55.5,#N/A
