Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.45,66.6,62.33
Gasoline (RON95),46.75,64.85,57.27
Gasoline (RON91),45.75,63.85,54.96
Diesel,37.65,48.1,44.39
Diesel Plus,41.5,50.57,47.13
Kerosene,47.24,56.59,#N/A
