Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.75,72.3,64.8
Gasoline (RON95),52.15,70.29,60.14
Gasoline (RON91),51.15,69.23,60.15
Diesel,44.21,53.97,49.01
Diesel Plus,48.1,57.13,54.94
Kerosene,52.33,61.54,59.45
