Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.85,67.58,#N/A
Gasoline (RON95),47.85,65.58,56.91
Gasoline (RON91),44.2,64.58,56.08
Diesel,38.45,49.72,45.26
Diesel Plus,43.35,52.22,48.82
Kerosene,47.84,54.0,#N/A
