Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.3,63.35,59.08
Gasoline (RON95),43.45,61.6,54.66
Gasoline (RON91),42.95,61.3,53.06
Diesel,36.4,51.04,42.86
Diesel Plus,40.25,49.14,46.62
Kerosene,45.54,54.89,45.95
