Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.9,61.27,57.39
Gasoline (RON95),40.7,59.27,53.0
Gasoline (RON91),40.2,58.9,51.61
Diesel,33.85,48.44,40.54
Diesel Plus,37.25,46.65,42.34
Kerosene,43.49,54.6,#N/A
