Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),51.65,68.13,#N/A
Gasoline (RON95),48.65,66.13,57.23
Gasoline (RON91),47.65,65.13,58.17
Diesel,40.0,50.62,47.14
Diesel Plus,43.75,53.22,50.5
Kerosene,49.6,54.85,#N/A
