Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.5,70.88,#N/A
Gasoline (RON95),49.2,68.88,61.61
Gasoline (RON91),48.45,67.88,61.22
Diesel,42.5,54.17,49.05
Diesel Plus,46.8,56.77,53.27
Kerosene,52.29,57.9,#N/A
