Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),43.4,56.66,52.87
Gasoline (RON95),35.8,53.91,48.94
Gasoline (RON91),35.25,54.66,47.72
Diesel,28.75,41.97,36.57
Diesel Plus,33.5,41.95,40.09
Kerosene,38.54,51.1,#N/A
