Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),49.1,61.47,57.59
Gasoline (RON95),40.7,59.8,53.2
Gasoline (RON91),40.2,59.1,50.46
Diesel,33.85,48.79,40.45
Diesel Plus,37.6,47.0,44.69
Kerosene,43.84,53.19,#N/A
