Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),50.6,62.97,58.38
Gasoline (RON95),41.2,60.97,55.26
Gasoline (RON91),40.7,60.6,54.33
Diesel,34.6,50.14,42.0
Diesel Plus,39.45,48.55,46.24
Kerosene,44.39,53.99,#N/A
