Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),45.1,58.36,54.28
Gasoline (RON95),38.6,54.72,51.88
Gasoline (RON91),37.2,56.36,49.81
Diesel,30.84,43.12,37.8
Diesel Plus,33.9,41.9,41.34
Kerosene,39.64,52.2,41.55
