Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.95,59.77,55.64
Gasoline (RON95),41.5,57.77,51.82
Gasoline (RON91),40.55,57.4,51.31
Diesel,34.0,44.55,40.81
Diesel Plus,37.6,45.36,43.53
Kerosene,40.7,55.1,#N/A
