Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.15,66.2,61.93
Gasoline (RON95),46.35,64.45,56.87
Gasoline (RON91),45.35,63.45,54.56
Diesel,37.55,48.0,44.98
Diesel Plus,42.8,50.47,47.96
Kerosene,47.24,56.59,#N/A
