Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),49.85,62.22,57.63
Gasoline (RON95),41.2,60.22,53.24
Gasoline (RON91),40.7,59.85,52.76
Diesel,34.05,49.49,40.13
Diesel Plus,38.3,47.7,45.39
Kerosene,44.54,53.89,#N/A
