Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.65,61.02,56.43
Gasoline (RON95),41.5,59.02,51.74
Gasoline (RON91),41.0,58.65,51.58
Diesel,34.8,45.45,41.14
Diesel Plus,37.6,46.7,43.16
Kerosene,41.55,55.95,#N/A
