Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.8,66.85,62.58
Gasoline (RON95),46.35,65.1,59.35
Gasoline (RON91),45.55,64.1,57.28
Diesel,37.85,52.54,44.86
Diesel Plus,42.25,50.98,49.24
Kerosene,47.54,56.89,#N/A
