Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),55.2,67.25,62.98
Gasoline (RON95),46.35,65.5,57.92
Gasoline (RON91),45.55,64.5,55.61
Diesel,37.8,48.8,45.63
Diesel Plus,42.2,51.27,47.83
Kerosene,47.99,57.34,#N/A
