Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.05,61.41,54.74
Gasoline (RON95),40.5,56.87,50.59
Gasoline (RON91),39.65,59.41,49.74
Diesel,33.5,46.42,38.67
Diesel Plus,36.15,44.86,43.03
Kerosene,40.55,54.95,#N/A
