Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),54.65,65.7,64.1
Gasoline (RON95),54.65,65.7,#N/A
Gasoline (RON91),52.15,64.75,59.5
Diesel,51.15,63.7,59.05
Diesel Plus,43.61,51.0,49.79
Kerosene,49.47,52.59,54.34
