Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),47.85,60.22,56.34
Gasoline (RON95),40.7,58.22,51.45
Gasoline (RON91),40.2,57.85,49.66
Diesel,33.65,43.85,39.51
Diesel Plus,36.9,45.16,41.51
Kerosene,41.99,53.95,#N/A
