Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),49.05,62.42,55.74
Gasoline (RON95),40.5,57.87,51.63
Gasoline (RON91),39.85,60.41,50.78
Diesel,33.85,47.27,39.54
Diesel Plus,37.1,45.71,43.88
Kerosene,41.25,55.65,#N/A
