Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),45.25,58.51,54.43
Gasoline (RON95),38.0,55.76,51.85
Gasoline (RON91),36.6,56.51,50.17
Diesel,30.0,43.22,38.01
Diesel Plus,34.0,42.18,41.44
Kerosene,39.74,52.3,#N/A
