Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),47.45,59.82,55.94
Gasoline (RON95),40.3,57.82,52.22
Gasoline (RON91),39.8,57.45,49.26
Diesel,33.8,43.8,39.73
Diesel Plus,36.85,45.05,41.62
Kerosene,42.04,54.1,#N/A
