Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),48.1,60.47,56.59
Gasoline (RON95),40.95,58.47,52.87
Gasoline (RON91),40.45,58.1,49.91
Diesel,33.65,43.85,39.51
Diesel Plus,36.9,45.1,41.56
Kerosene,42.09,54.1,#N/A
