Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.25,68.8,#N/A
Gasoline (RON95),49.35,66.79,57.1
Gasoline (RON91),48.5,65.73,56.65
Diesel,40.95,50.72,47.3
Diesel Plus,46.7,53.88,51.69
Kerosene,49.13,58.34,57.95
