Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),57.5,74.05,66.55
Gasoline (RON95),53.9,72.04,64.7
Gasoline (RON91),52.9,70.98,64.54
Diesel,45.0,55.17,51.66
Diesel Plus,49.3,58.33,56.14
Kerosene,53.73,62.94,60.85
