Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),49.8,62.17,57.58
Gasoline (RON95),41.2,60.17,54.46
Gasoline (RON91),40.7,59.8,53.97
Diesel,34.6,49.74,41.6
Diesel Plus,39.2,48.15,45.37
Kerosene,44.39,53.74,#N/A
