Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.7,66.95,62.68
Gasoline (RON95),46.35,65.2,58.67
Gasoline (RON91),45.55,64.2,56.36
Diesel,37.8,48.68,45.04
Diesel Plus,42.85,51.25,49.54
Kerosene,47.84,57.19,#N/A
