Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.45,66.6,62.33
Gasoline (RON95),47.35,64.85,57.27
Gasoline (RON91),46.35,63.85,54.96
Diesel,37.35,47.8,44.26
Diesel Plus,41.2,50.27,46.74
Kerosene,46.84,56.19,#N/A
