Product,Overall Range Min,Overall Range Max,Common Price
Gasoline (RON97/100),52.55,66.38,61.54
Gasoline (RON95),47.5,64.38,56.5
Gasoline (RON91),43.0,63.38,56.42
Diesel,38.45,49.9,44.82
Diesel Plus,41.85,51.07,49.54
Kerosene,47.65,56.59,#N/A
